RegionName,Year,HomeownershipRate,RentalRate,HomeValue_MillionUSD,HomeownerAffordability,RenterAffordability,Income_Tier,Less_than_High_School_Rate,Bachelors_or_Higher_Rate,ElderlyRate,SalesTotal_Million,CPI,MortgageRate,National_Unemployment,NonSingleHouseholdRate,Nominal_GDP_TrillionUSD
"Lincoln, NE",2023,0.5813548667859388,0.4186451332140612,0.2731255834477862,0.3439997939126555,0.2057608340242856,High Income,18.0,42.0,0.1617484430475525,86.79083925,300.456,6.80673076923077,3.633333333333333,0.5436045507608778,27.7207
"Longview, TX",2023,0.6930725978450544,0.3069274021549455,0.2067860972489252,0.2672743261597893,0.2047623033404271,Lower-Middle Income,11.0,20.2,0.171401508698526,50.78311141666666,300.456,6.80673076923077,3.633333333333333,0.6792233332410049,27.7207
"Lubbock, TX",2023,0.5442822333465988,0.4557177666534012,0.2024174217447608,0.3138414051022257,0.2686530956835942,Lower-Middle Income,10.0,30.1,0.1396922923222938,84.8281125,300.456,6.80673076923077,3.633333333333333,0.6202794126887712,27.7207
"Madison, WI",2023,0.5866715978250996,0.4133284021749004,0.3862543878334064,0.3942552573702784,0.2341653922768742,High Income,24.4,49.2,0.1634144409479437,213.37491925,300.456,6.80673076923077,3.633333333333333,0.5325683549395933,27.7207
"Manhattan, KS",2023,0.5091762614944749,0.4908237385055251,0.2286940507439712,0.3305262474984248,0.2202272644525367,Lower-Middle Income,11.9,38.9,0.121447553658408,,300.456,6.80673076923077,3.633333333333333,0.5877250598871803,27.7207
"Mankato, MN",2023,0.632098027495517,0.367901972504483,0.2802549930690245,0.3439738050612391,0.2411314278431612,Lower-Middle Income,11.3,34.3,0.1661518686209807,27.19417191666667,300.456,6.80673076923077,3.633333333333333,0.5612173739788803,27.7207
"Mansfield, OH",2023,0.7023077224464209,0.2976922775535791,0.16502826024813172,0.2194962568911185,0.1781237283351147,Low Income,8.3,18.9,0.2107640887865413,19.5333095,300.456,6.80673076923077,3.633333333333333,0.6413039219527485,27.7207
"Medford, OR",2023,0.6669883437245866,0.3330116562754134,0.41693683711480156,0.4486597511601728,0.2922327386245992,Upper-Middle Income,8.0,29.8,0.2376340774025221,97.4211480833333,300.456,6.80673076923077,3.633333333333333,0.6389807535917593,27.7207
"Merced, CA",2023,0.5257174656172987,0.4742825343827013,0.39719844607162746,0.5410276596060595,0.3884924058713428,Low Income,11.1,14.5,0.1208995615237051,64.41666891666665,300.456,6.80673076923077,3.633333333333333,0.6754568271382009,27.7207
"Midland, MI",2023,0.7738877548166998,0.2261122451833002,0.2048999232791413,0.2342621241358229,0.2268393310962533,Upper-Middle Income,12.8,33.7,0.205583122121872,22.994102166666668,300.456,6.80673076923077,3.633333333333333,0.6549033863706272,27.7207
"Midland, TX",2023,0.6630964772914042,0.3369035227085958,0.2970571393695832,0.2652567774564465,0.1997729187150562,High Income,7.7,33.7,0.1097724083494123,69.57929675,300.456,6.80673076923077,3.633333333333333,0.6430586752862543,27.7207
"Missoula, MT",2023,0.6059496567505721,0.3940503432494279,0.5390465843222073,0.5707182014827028,0.2189456574988618,High Income,10.9,46.8,0.1799211095559231,69.37886241666668,300.456,6.80673076923077,3.633333333333333,0.522848090124978,27.7207
"Mobile, AL",2023,0.6678945859736648,0.3321054140263352,0.18248181503763408,0.2690827264015292,0.2737643847504819,Low Income,9.1,27.1,0.1776503741133029,100.33729575,300.456,6.80673076923077,3.633333333333333,0.6032824478693364,27.7207
"Modesto, CA",2023,0.6114249352505136,0.3885750647494864,0.4491147097956974,0.4111255481482191,0.2839896900180859,Lower-Middle Income,7.1,21.0,0.1411439348602723,158.82918883333335,300.456,6.80673076923077,3.633333333333333,0.7385292935607752,27.7207
"Monroe, MI",2023,0.8084720986398881,0.1915279013601118,0.23516282268583763,0.2667998065930053,0.2113598843595616,Upper-Middle Income,10.1,24.9,0.2092940759134444,37.7796315,300.456,6.80673076923077,3.633333333333333,0.6908128892843524,27.7207
"Montgomery, AL",2023,0.6531515143640451,0.3468484856359549,0.1876845392008267,0.2373274768032319,0.2330451691740959,Lower-Middle Income,5.1,30.8,0.1690149249084866,92.42211866666669,300.456,6.80673076923077,3.633333333333333,0.6320179826669958,27.7207
"Morgantown, WV",2023,0.633900834765103,0.366099165234897,0.22099588911936666,0.2859936526720458,0.2718673144501899,Lower-Middle Income,15.3,38.9,0.1550589844658962,33.66284525,300.456,6.80673076923077,3.633333333333333,0.516599850748859,27.7207
"Morristown, TN",2023,0.7425165297535564,0.2574834702464436,0.2627467909958527,0.3431031760130388,0.2983133230852673,Low Income,5.6,21.3,0.2027342931304109,49.139524166666654,300.456,6.80673076923077,3.633333333333333,0.6867962332197957,27.7207
"Muncie, IN",2023,0.65771736435157,0.3422826356484299,0.13994102864738278,0.2094979281470514,0.1841473147773169,Low Income,15.5,27.2,0.1796992548143268,22.182504083333328,300.456,6.80673076923077,3.633333333333333,0.5559387750501567,27.7207
"Napa, CA",2023,0.6267320734066879,0.3732679265933121,0.8894504235129295,0.649908114695022,0.3350095102539593,High Income,9.0,39.5,0.2195682200336296,101.46206008333331,300.456,6.80673076923077,3.633333333333333,0.6821779662673207,27.7207
"New Bern, NC",2023,0.7201182736743166,0.2798817263256834,0.23789259485729655,0.2922903237904726,0.2645104606948964,Lower-Middle Income,3.7,25.3,0.2303226989658004,46.09650175,300.456,6.80673076923077,3.633333333333333,0.6483120545155479,27.7207
"Ocala, FL",2023,0.7763772911086603,0.2236227088913397,0.27839941878552055,0.3827695216287112,0.3109309595719164,Low Income,5.9,22.5,0.2887142372773862,173.05706091666664,300.456,6.80673076923077,3.633333333333333,0.6559762850924029,27.7207
"Odessa, TX",2023,0.6465482468589868,0.3534517531410132,0.21995886764995204,0.2856650390248982,0.2669493348666005,Upper-Middle Income,3.7,17.2,0.1021860979731783,20.102790916666667,300.456,6.80673076923077,3.633333333333333,0.6787128195168591,27.7207
"Oklahoma City, OK",2023,0.6235743538562136,0.3764256461437864,0.22543846412505783,0.27923029680113,0.2234403682659843,Upper-Middle Income,11.3,34.8,0.1520542977117934,444.1887065833333,300.456,6.80673076923077,3.633333333333333,0.625503321058609,27.7207
"Peoria, IL",2023,0.7447794917207655,0.2552205082792345,0.1391108038923859,0.1989010641341193,0.1729663660416142,Upper-Middle Income,9.0,33.2,0.1963264077085215,83.77935108333332,300.456,6.80673076923077,3.633333333333333,0.6060608033755055,27.7207
"Pittsburgh, PA",2023,0.7126501621094848,0.2873498378905152,0.2026012771568439,0.2067013014839076,0.2241215938506072,High Income,14.3,38.8,0.221147674622584,609.84144325,300.456,6.80673076923077,3.633333333333333,0.5922290522685958,27.7207
"Pittsfield, MA",2023,0.6880813508595915,0.3119186491404084,0.35300171132553676,0.3699511558284599,0.2246982354613978,High Income,20.5,38.0,0.2611064675361542,62.29585108333334,300.456,6.80673076923077,3.633333333333333,0.5657829850187903,27.7207
"Pocatello, ID",2023,0.6948026920454209,0.3051973079545791,0.32260281161992066,0.3500868714947209,0.1637783363122846,Low Income,10.1,34.5,0.1589380530973451,16.285242916666665,300.456,6.80673076923077,3.633333333333333,0.6425331317264076,27.7207
"Port St. Lucie, FL",2023,0.7862487436250605,0.2137512563749395,0.3970295484639478,0.4932669295073332,0.3965226819941213,High Income,8.3,30.0,0.2737432040543787,389.3691305833333,300.456,6.80673076923077,3.633333333333333,0.6367959647098239,27.7207
"Pueblo, CO",2023,0.7127393353896293,0.2872606646103707,0.28298271050020446,0.3385038995259407,0.237038383892473,Low Income,6.8,24.2,0.1990355443803048,60.436296916666656,300.456,6.80673076923077,3.633333333333333,0.6691642902869115,27.7207
"Punta Gorda, FL",2023,0.837164008985581,0.1628359910144189,0.3548323865381764,0.4066159135474175,0.4059208835682998,Lower-Middle Income,7.2,27.7,0.40946180639778,179.8044005,300.456,6.80673076923077,3.633333333333333,0.6710082220279526,27.7207
"Rapid City, SD",2023,0.6988374238789444,0.3011625761210555,0.34075704476951685,0.3570717630578661,0.2087628097797521,High Income,10.4,34.3,0.1975096690195678,48.190723,300.456,6.80673076923077,3.633333333333333,0.6551639293842653,27.7207
"Reading, PA",2023,0.720765184590985,0.2792348154090149,0.2699193075596488,0.3111311325251608,0.2067648663867796,Upper-Middle Income,10.2,26.9,0.1838935726316422,108.118103,300.456,6.80673076923077,3.633333333333333,0.6824998316055038,27.7207
"Redding, CA",2023,0.680295907079646,0.3197040929203539,0.3607758335349388,0.3689658641648741,0.2269024940273634,Lower-Middle Income,5.6,22.9,0.2183615537296386,66.51405591666666,300.456,6.80673076923077,3.633333333333333,0.6170492256637168,27.7207
"Reno, NV",2023,0.6432735149604635,0.3567264850395364,0.5222020948542516,0.4636390822091785,0.2511508982331841,High Income,13.0,33.6,0.187569416520379,303.45088575,300.456,6.80673076923077,3.633333333333333,0.6018262508145044,27.7207
"Rochester, MN",2023,0.7467468336571125,0.2532531663428875,0.30661946342223634,0.2962096914551517,0.2215055007235395,High Income,17.2,42.8,0.1845231079506017,76.46335866666668,300.456,6.80673076923077,3.633333333333333,0.6439478625150584,27.7207
"Rochester, NY",2023,0.6738242773738314,0.3261757226261685,0.23128200787942552,0.2642159708851125,0.2251265579295614,Upper-Middle Income,15.1,38.5,0.2007295974572445,223.668333,300.456,6.80673076923077,3.633333333333333,0.5933839858161108,27.7207
"Rockford, IL",2023,0.6754278954567299,0.3245721045432701,0.17543174056383679,0.2514560185685087,0.2096474190123484,Lower-Middle Income,9.9,24.2,0.1867779626725407,59.43623275,300.456,6.80673076923077,3.633333333333333,0.654519241432849,27.7207
"Rocky Mount, NC",2023,0.5868126739670317,0.4131873260329683,0.1912700546753695,0.240088011954465,0.2135532022027072,Low Income,9.2,19.7,0.2005323868677906,24.1096605,300.456,6.80673076923077,3.633333333333333,0.6332149940830375,27.7207
"Rome, GA",2023,0.633408219902207,0.366591780097793,0.2101850791591635,0.2791980259475363,0.2148607001002379,Low Income,5.5,30.0,0.1724751031334591,27.33292958333333,300.456,6.80673076923077,3.633333333333333,0.6922690630368706,27.7207
"Saginaw, MI",2023,0.766362528836932,0.233637471163068,0.14402654287159417,0.21052209412892,0.2001505048056112,Low Income,7.3,22.2,0.2121928619356488,38.21895283333333,300.456,6.80673076923077,3.633333333333333,0.6202986080510122,27.7207
"St. Cloud, MN",2023,0.6794544892597744,0.3205455107402256,0.2850136778668182,0.3148856334827079,0.1940655439832397,Upper-Middle Income,14.1,29.5,0.1595936360001382,48.98715575,300.456,6.80673076923077,3.633333333333333,0.5925153247823624,27.7207
"St. George, UT",2023,0.7302219456544286,0.2697780543455714,0.5116140734296918,0.4765014768864105,0.2771214633334107,Lower-Middle Income,7.8,33.7,0.2251249678936241,148.7740055,300.456,6.80673076923077,3.633333333333333,0.7530111318536956,27.7207
"Salem, OR",2023,0.6181812577065351,0.3818187422934648,0.429197214723729,0.4506905893021896,0.2574975069402996,Lower-Middle Income,8.3,28.3,0.1756607551094272,142.76469908333334,300.456,6.80673076923077,3.633333333333333,0.6666029593094944,27.7207
"Salinas, CA",2023,0.5300522054929258,0.4699477945070742,0.8097280975515793,0.6974973835174404,0.3494899950127213,High Income,8.0,28.9,0.1546167722643091,253.0497315,300.456,6.80673076923077,3.633333333333333,0.7063932813800409,27.7207
"San Angelo, TX",2023,0.5913048899603067,0.4086951100396933,0.22163527373874178,0.3421980430806157,0.2604172931721203,Upper-Middle Income,8.5,25.3,0.176010994960643,11.9712585,300.456,6.80673076923077,3.633333333333333,0.5869822731145701,27.7207
"Santa Fe, NM",2023,0.6883990914444351,0.3116009085555649,0.5338214807254035,0.4975776308962904,0.2879432864902301,High Income,10.7,45.9,0.2909730949755059,114.01576458333331,300.456,6.80673076923077,3.633333333333333,0.5821625865791761,27.7207
"Savannah, GA",2023,0.6237953009178084,0.3762046990821916,0.3277950576616833,0.3420851928974597,0.272611690671468,Lower-Middle Income,10.8,37.2,0.1590690340875663,208.14880175,300.456,6.80673076923077,3.633333333333333,0.6375866113643784,27.7207
"Sheboygan, WI",2023,0.7112051672951938,0.2887948327048062,0.2622440747995986,0.2881170339848584,0.16522140922113,Upper-Middle Income,32.9,26.8,0.2033596032339153,26.57964908333333,300.456,6.80673076923077,3.633333333333333,0.631368851801332,27.7207
"Spartanburg, SC",2023,0.7243441147594633,0.2756558852405367,0.254912722183825,0.3192916986625388,0.2681790590992187,Lower-Middle Income,9.4,24.9,0.1682010398432669,105.51592925,300.456,6.80673076923077,3.633333333333333,0.6758754227119014,27.7207
"Springfield, IL",2023,0.7094628706894659,0.290537129310534,0.1685409622396728,0.2203740591543892,0.1719340673726301,Upper-Middle Income,14.9,37.0,0.2036263291583581,46.1448715,300.456,6.80673076923077,3.633333333333333,0.5495423315846083,27.7207
"Springfield, MA",2023,0.6230657614051045,0.3769342385948954,0.3277985288606491,0.4028861741354347,0.2952848579845548,Upper-Middle Income,15.4,28.8,0.1886046001333938,172.89649716666665,300.456,6.80673076923077,3.633333333333333,0.6076080953773186,27.7207
"Springfield, MO",2023,0.6382299633524537,0.3617700366475462,0.2458780920836477,0.3105427624161267,0.2230011654241244,Lower-Middle Income,12.4,29.3,0.1756619663221195,163.47214725,300.456,6.80673076923077,3.633333333333333,0.6235858827278521,27.7207
"Springfield, OH",2023,0.684429340949351,0.3155706590506489,0.17005276656216906,0.2522141269659633,0.2330379926689222,Low Income,2.7,18.7,0.2065968353019835,23.384184166666667,300.456,6.80673076923077,3.633333333333333,0.6387693865008496,27.7207
"State College, PA",2023,0.5899155609167672,0.4100844390832328,0.3146872498046573,0.3735327023399565,0.3204599270298447,Lower-Middle Income,7.4,47.6,0.165265059095662,41.049566,300.456,6.80673076923077,3.633333333333333,0.5568636911942099,27.7207
"Sumter, SC",2023,0.6683891260390923,0.3316108739609076,0.1788293019552773,0.247126189758324,0.2776446259072715,Low Income,6.8,19.9,0.1807900926414822,29.93497866666667,300.456,6.80673076923077,3.633333333333333,0.6803714521081405,27.7207
"Tallahassee, FL",2023,0.5622138942125758,0.4377861057874241,0.2728560439717881,0.3535999482490355,0.2713881082169948,Lower-Middle Income,13.4,40.5,0.1658380230495101,110.36178325,300.456,6.80673076923077,3.633333333333333,0.5467840183595991,27.7207
"Terre Haute, IN",2023,0.6756792754395312,0.3243207245604688,0.14324090663755176,0.2343771786325293,0.1994143635144629,Low Income,10.6,23.0,0.1836659121179724,23.308642666666668,300.456,6.80673076923077,3.633333333333333,0.5433759545373823,27.7207
"Toledo, OH",2023,0.6293523923407335,0.3706476076592664,0.17491090808524626,0.2436172328327676,0.2048068765944085,Lower-Middle Income,14.2,30.3,0.1805192446441753,102.33461283333331,300.456,6.80673076923077,3.633333333333333,0.5922557704108123,27.7207
"Topeka, KS",2023,0.7059654040034303,0.2940345959965696,0.1901794789544276,0.2566082084663518,0.1922972357433718,Lower-Middle Income,13.1,29.7,0.2023915083375659,18.79276225,300.456,6.80673076923077,3.633333333333333,0.6179171285741178,27.7207
"Tucson, AZ",2023,0.6561751494485611,0.3438248505514388,0.3426873384661162,0.3707862545765035,0.2604995047128064,Lower-Middle Income,12.6,36.8,0.2204038519059183,462.18417958333333,300.456,6.80673076923077,3.633333333333333,0.5831153992066823,27.7207
"Tulsa, OK",2023,0.6454196246231645,0.3545803753768355,0.22341287251996142,0.288961527806476,0.2481796540512516,High Income,8.5,30.9,0.1659467177126594,309.07257741666666,300.456,6.80673076923077,3.633333333333333,0.6453369639210347,27.7207
"Tuscaloosa, AL",2023,0.6433316678695017,0.3566683321304983,0.21156599747281502,0.2699490211463293,0.3047554303183076,Low Income,10.1,29.8,0.1551417099582262,68.04775908333333,300.456,6.80673076923077,3.633333333333333,0.5814504339458539,27.7207
"Twin Falls, ID",2023,0.6954715413377649,0.3045284586622351,0.3447950972340454,0.3952837526633712,0.2661051493956582,Low Income,0.4,19.0,0.1614692653673163,34.73137875,300.456,6.80673076923077,3.633333333333333,0.6956561879702718,27.7207
"Tyler, TX",2023,0.6976837791357167,0.3023162208642833,0.26304937797367484,0.2995983819896178,0.2325134242431263,High Income,12.0,29.7,0.1769796377783849,47.17247991666666,300.456,6.80673076923077,3.633333333333333,0.7041970068425482,27.7207
"Urban Honolulu, HI",2023,0.5911738986575912,0.4088261013424087,0.8479754627264213,0.5912129212568008,0.2900888022780382,High Income,11.6,39.6,0.2019743119117694,561.0491206666667,300.456,6.80673076923077,3.633333333333333,0.689718637738703,27.7207
"Valdosta, GA",2023,0.6010149590367839,0.398985040963216,0.1898787354041747,0.2875340225739203,0.268883490966496,Low Income,8.7,27.2,0.1469560237752019,34.9125705,300.456,6.80673076923077,3.633333333333333,0.6184948091147302,27.7207
"Vallejo, CA",2023,0.6435226854962413,0.3564773145037587,0.5771503181494521,0.439504935682527,0.27442116812978,Upper-Middle Income,7.6,29.1,0.179351673352359,196.47062641666662,300.456,6.80673076923077,3.633333333333333,0.6949849777518603,27.7207
"Victoria, TX",2023,0.6951290459064946,0.3048709540935054,0.21059989372675184,0.2617848989311768,0.2029938759360334,Upper-Middle Income,7.5,19.5,0.1778820187633774,18.230844083333327,300.456,6.80673076923077,3.633333333333333,0.7260154431986461,27.7207
"Visalia, CA",2023,0.5915485210599414,0.4084514789400585,0.33436270197482415,0.3458790109714371,0.2732680368924958,Low Income,4.8,16.9,0.1210237179540657,98.41143941666668,300.456,6.80673076923077,3.633333333333333,0.798448866214711,27.7207
"Waco, TX",2023,0.6674840037585574,0.3325159962414425,0.248617687171286,0.3261247781629265,0.2636354114529204,Lower-Middle Income,12.1,27.3,0.1674362249074892,74.61308333333332,300.456,6.80673076923077,3.633333333333333,0.6536936775694662,27.7207
"Walla Walla, WA",2023,0.651693389709884,0.3483066102901159,0.39105972805313305,0.3995404996509851,0.2404869294358179,Lower-Middle Income,10.2,30.3,0.2130327442827443,26.11821666666667,300.456,6.80673076923077,3.633333333333333,0.6166534098044961,27.7207
"Warner Robins, GA",2023,0.665641504781926,0.334358495218074,0.22878500466359286,0.286305527168015,0.2678909438340133,Low Income,6.2,31.3,0.1488850925644614,47.796783916666655,300.456,6.80673076923077,3.633333333333333,0.7069464450240719,27.7207
"Wichita, KS",2023,0.6496885600935278,0.3503114399064722,0.19616498266072865,0.2594354944288979,0.1911565276803644,Upper-Middle Income,12.0,32.2,0.168773805822596,157.23439091666665,300.456,6.80673076923077,3.633333333333333,0.6362880196255055,27.7207
"Wichita Falls, TX",2023,0.666140350877193,0.333859649122807,0.15995779679499308,0.227349073752466,0.2087590884941766,Lower-Middle Income,7.0,25.5,0.1640979812867213,27.70295025,300.456,6.80673076923077,3.633333333333333,0.6466666666666666,27.7207
"Williamsport, PA",2023,0.6894917714358898,0.3105082285641102,0.20777176199442488,0.2831884202083219,0.1967646156173004,Lower-Middle Income,13.7,26.4,0.2096714098151236,23.83239858333333,300.456,6.80673076923077,3.633333333333333,0.633119170099682,27.7207
"Wilmington, NC",2023,0.7187309364499918,0.2812690635500082,0.41706221516626213,0.3998433112166716,0.2593738062617274,Upper-Middle Income,18.7,40.7,0.2438647057690703,205.6690925,300.456,6.80673076923077,3.633333333333333,0.6132725881885875,27.7207
"Yakima, WA",2023,0.6182588856331224,0.3817411143668777,0.3258212121726945,0.3665323145775645,0.2129586496132251,Low Income,6.0,18.3,0.1487318960579482,56.84925175,300.456,6.80673076923077,3.633333333333333,0.7058178808687677,27.7207
"Yuba City, CA",2023,0.6429096487583496,0.3570903512416504,0.41375211116634364,0.4090050938873389,0.2885841212052479,Low Income,7.3,17.9,0.1539064626776283,55.71084483333333,300.456,6.80673076923077,3.633333333333333,0.7173127936335454,27.7207
"Yuma, AZ",2023,0.7061483576141556,0.2938516423858443,0.2692143451340513,0.3203247378533904,0.2680745359870434,Low Income,5.5,17.4,0.2122258126544758,44.305629083333336,300.456,6.80673076923077,3.633333333333333,0.7069955017837753,27.7207
"Abilene, TX",2019,0.606331983805668,0.393668016194332,0.13785754776006887,0.1987235225038191,0.2118104251402493,Lower-Middle Income,9.5,24.1,0.1533863034430571,32.98801475,255.65258333333333,3.935769230769231,3.675,0.6544291497975708,21.54
"Akron, OH",2019,0.6611236946300854,0.3388763053699146,0.14656345391134643,0.1840357323319487,0.1726758419116943,Upper-Middle Income,11.7,31.8,0.1816983875851304,135.09709866666665,255.65258333333333,3.935769230769231,3.675,0.6083942768521987,21.54
"Albany, GA",2019,0.5361365651788353,0.4638634348211646,0.09880946464868323,0.1649265781566971,0.1766897295975413,Low Income,6.8,19.7,0.1702898550724637,20.406736,255.65258333333333,3.935769230769231,3.675,0.6066545965119716,21.54
"Albuquerque, NM",2019,0.6773498062699127,0.3226501937300873,0.2082142568819544,0.2327151007155319,0.2264614488622504,Lower-Middle Income,10.3,33.2,0.1733553494882337,271.4797835,255.65258333333333,3.935769230769231,3.675,0.6188864964626268,21.54
"Amarillo, TX",2019,0.6454779628014522,0.3545220371985477,0.14348508194005094,0.2052093730526388,0.2149044358871128,Upper-Middle Income,10.4,25.2,0.1475095287756033,62.731711833333335,255.65258333333333,3.935769230769231,3.675,0.6505892136381153,21.54
"Ames, IA",2019,0.6128788331044913,0.3871211668955087,0.1846976247350683,0.2152529615441969,0.1811317845364818,Lower-Middle Income,6.4,44.6,0.1406717416153902,26.266439416666667,255.65258333333333,3.935769230769231,3.675,0.5389926969534157,21.54
"Anchorage, AK",2019,0.6464686009250801,0.3535313990749198,0.32579488188626327,0.255557674715005,0.1893408305305031,High Income,4.9,33.1,0.1171107976695423,,255.65258333333333,3.935769230769231,3.675,0.6420534458509142,21.54
"Ann Arbor, MI",2019,0.6248729531338227,0.3751270468661773,0.3000822207806354,0.2648024617090239,0.3082725223968506,High Income,21.2,55.9,0.1448635885103685,132.9340131666667,255.65258333333333,3.935769230769231,3.675,0.5741883116883116,21.54
"Asheville, NC",2019,0.6759075941711338,0.3240924058288662,0.27350784010976964,0.2738689781468545,0.2586675378568923,Upper-Middle Income,8.0,35.5,0.231585545085156,210.89680641666664,255.65258333333333,3.935769230769231,3.675,0.62221441088441,21.54
"Bakersfield, CA",2019,0.5877576148456509,0.412242385154349,0.23023606881210687,0.2715503159399524,0.264818742506568,Low Income,4.3,17.1,0.1129302089975361,217.02282666666662,255.65258333333333,3.935769230769231,3.675,0.7298928498138431,21.54
"Bangor, ME",2019,0.6973290064902646,0.3026709935097354,0.15462326812038935,0.2220900099921388,0.2336112609748317,Lower-Middle Income,7.6,29.4,0.1934037910455609,22.77848625,255.65258333333333,3.935769230769231,3.675,0.5685846230654019,21.54
"Barnstable Town, MA",2019,0.7999046721031199,0.2000953278968801,0.4331580072201725,0.3402651433408725,0.2753958012272722,High Income,18.0,47.1,0.3153246631297244,290.41959833333334,255.65258333333333,3.935769230769231,3.675,0.6406034670341626,21.54
"Baton Rouge, LA",2019,0.6969791219908263,0.3030208780091736,0.19091460010051145,0.2205596492664331,0.224605456365953,Upper-Middle Income,11.0,27.5,0.1460408663631557,197.12233441666663,255.65258333333333,3.935769230769231,3.675,0.6386503449111285,21.54
"Bellingham, WA",2019,0.643680879338694,0.3563191206613059,0.4045433843756014,0.3609239277139665,0.2471858226904498,Upper-Middle Income,9.6,35.7,0.1827548452106243,126.6428635,255.65258333333333,3.935769230769231,3.675,0.6084082257810213,21.54
"Bend, OR",2019,0.707322809951913,0.2926771900480869,0.42473809001716206,0.366026579057102,0.272736371770537,High Income,4.4,38.7,0.2057240556016429,187.0919340833333,255.65258333333333,3.935769230769231,3.675,0.6567008153878319,21.54
"Billings, MT",2019,0.6773313873098786,0.3226686126901213,0.2604576255790804,0.2693559672046408,0.1896828616461613,High Income,7.0,31.8,0.1848326883803883,28.46608533333333,255.65258333333333,3.935769230769231,3.675,0.6076330209453578,21.54
"Bismarck, ND",2019,0.7047102832277273,0.2952897167722726,0.2609471135702101,0.2398449662031303,0.1777453634925125,High Income,13.5,33.4,0.1686093792355651,39.713208333333334,255.65258333333333,3.935769230769231,3.675,0.6352393312466601,21.54
"Bloomington, IL",2019,0.637734574157683,0.362265425842317,0.16402739542788938,0.1894023950184305,0.1576102600822164,Upper-Middle Income,10.0,45.8,0.1366861593894482,43.572185,255.65258333333333,3.935769230769231,3.675,0.6134555729598575,21.54
"Bloomington, IN",2019,0.6164007134937087,0.3835992865062912,0.1981814725012385,0.2301935793578797,0.2653377051453149,Lower-Middle Income,11.8,41.0,0.1445724753294333,48.470112,255.65258333333333,3.935769230769231,3.675,0.5387038197624902,21.54
"Boise City, ID",2019,0.7181887761579506,0.2818112238420493,0.30555966507445875,0.2745170812112931,0.2256540654301179,Upper-Middle Income,9.9,33.3,0.1494919612259147,374.0706986666667,255.65258333333333,3.935769230769231,3.675,0.6918394811394329,21.54
"Bowling Green, KY",2019,0.6209173979914955,0.3790826020085044,0.1663515549853243,0.2016618126357331,0.2163689998287198,Low Income,9.6,30.0,0.1351178626368654,38.13435283333334,255.65258333333333,3.935769230769231,3.675,0.6551313368919449,21.54
"Burlington, NC",2019,0.6851638783506437,0.3148361216493563,0.16828015038408253,0.1878544402284825,0.1868991927583446,Low Income,4.7,25.4,0.1714363249149012,33.86709783333333,255.65258333333333,3.935769230769231,3.675,0.6498072019404192,21.54
"Casper, WY",2019,0.7243675099866844,0.2756324900133156,0.21337609470894467,0.2017734112852785,0.1699758336346412,High Income,6.8,20.7,0.1586941821733577,28.81822741666667,255.65258333333333,3.935769230769231,3.675,0.6776721946495582,21.54
"Cedar Rapids, IA",2019,0.7288583556548281,0.2711416443451719,0.16139011013061577,0.1808096539262696,0.1518667865505382,Upper-Middle Income,11.1,30.7,0.1674126109760028,72.11276325,255.65258333333333,3.935769230769231,3.675,0.6154058359214402,21.54
"Charleston, WV",2019,0.7086668128494683,0.2913331871505317,0.10127166145011142,0.1481985706568529,0.1872051780665065,Lower-Middle Income,7.4,22.6,0.2053030479337817,25.06189025,255.65258333333333,3.935769230769231,3.675,0.6387548879874283,21.54
"Cheyenne, WY",2019,0.6815927549773593,0.3184072450226407,0.30124375967662503,0.2741941783884911,0.1795959899845444,Upper-Middle Income,8.3,30.1,0.1690552763819095,44.03662891666666,255.65258333333333,3.935769230769231,3.675,0.6520999544790245,21.54
"Chico, CA",2019,0.5912737762552961,0.4087262237447038,0.3359194866395892,0.3654054539154676,0.2774395052237132,Lower-Middle Income,10.5,30.5,0.1850437527944303,106.91910333333331,255.65258333333333,3.935769230769231,3.675,0.6212154383072981,21.54
"Coeur d'Alene, ID",2019,0.6921097376039704,0.3078902623960295,0.33370623938374555,0.3038864199280206,0.2278666576273597,Upper-Middle Income,2.5,24.5,0.1936184722716766,109.27373733333332,255.65258333333333,3.935769230769231,3.675,0.6584103058989323,21.54
"Colorado Springs, CO",2019,0.6491960925091922,0.3508039074908078,0.32837729561241186,0.261637763340115,0.2287981702108917,Upper-Middle Income,9.3,39.2,0.1359067084478091,453.2914469166667,255.65258333333333,3.935769230769231,3.675,0.6857109704182349,21.54
"Columbia, MO",2019,0.6016324085514246,0.3983675914485753,0.1936496576954657,0.2167468157201894,0.1586639137418458,Upper-Middle Income,10.1,44.0,0.1285603314344899,48.323196583333335,255.65258333333333,3.935769230769231,3.675,0.5906498433736443,21.54
"Columbia, SC",2019,0.6786174755816075,0.3213825244183925,0.16329280925863923,0.1871233267156571,0.2330774594983683,Lower-Middle Income,8.5,34.4,0.1544707695351467,226.5111096666666,255.65258333333333,3.935769230769231,3.675,0.6364442543663796,21.54
"Columbus, IN",2019,0.7238916499358193,0.2761083500641806,0.17517199139514789,0.1597714470254433,0.1789519674773275,Upper-Middle Income,18.9,36.5,0.1662230391864309,19.22656041666667,255.65258333333333,3.935769230769231,3.675,0.62966132376658,21.54
"Columbus, OH",2019,0.6094340130659441,0.3905659869340559,0.20567189360469385,0.2151328973072723,0.1926305353943746,Upper-Middle Income,13.1,37.9,0.1358700184849154,504.149408,255.65258333333333,3.935769230769231,3.675,0.6344117999818869,21.54
